#,Předmět,Přiřazeno,Stav,Priorita
6748,FO 316/2017 Vyosení ČB-vystoupení skupiny TBL crew,"",Čeká se - oni,Normální
6480,"FO 316/2017, FO 317/2017, FO 318/2017, FO 319/2017","",Čeká se - oni,Normální
